"","team_api_id","team_long_name","BuildUpAll","ChanceUpAll","DefUpAll","GoalTotal"
"1043",9874,"FC Sochaux-Montbéliard",102,184,146,246
"1044",9874,"FC Sochaux-Montbéliard",102,176,146,246
"1045",9874,"FC Sochaux-Montbéliard",164,176,146,246
"1046",9874,"FC Sochaux-Montbéliard",164,176,146,246
"1047",9875,"Napoli",100,135,165,514
"1048",9875,"Napoli",85,180,165,514
"1049",9875,"Napoli",110,180,150,514
"1050",9875,"Napoli",120,190,154,514
"1051",9875,"Napoli",180,215,159,514
"1052",9875,"Napoli",160,189,157,514
"1053",9876,"Hellas Verona",100,150,150,145
"1054",9876,"Hellas Verona",121,173,169,145
"1055",9876,"Hellas Verona",157,148,115,145
"1056",9876,"Hellas Verona",124,148,158,145
"1057",9878,"Pescara",110,120,145,27
"1058",9878,"Pescara",130,180,125,27
"1059",9878,"Pescara",95,141,140,27
"1060",9878,"Pescara",152,169,120,27
"1061",9878,"Pescara",148,131,128,27
"1062",9879,"Fulham",130,190,115,265
"1063",9879,"Fulham",105,140,130,265
"1064",9879,"Fulham",93,154,138,265
"1065",9879,"Fulham",101,164,135,265
"1066",9879,"Fulham",142,153,96,265
"1067",9879,"Fulham",134,152,98,265
"1068",9880,"Cesena",60,145,130,98
"1069",9880,"Cesena",100,120,140,98
"1070",9880,"Cesena",100,150,130,98
"1071",9880,"Cesena",117,170,145,98
"1072",9880,"Cesena",143,170,145,98
"1073",9880,"Cesena",138,163,145,98
"1074",9882,"Sampdoria",90,125,135,318
"1075",9882,"Sampdoria",115,180,135,318
"1076",9882,"Sampdoria",70,135,140,318
"1077",9882,"Sampdoria",74,144,154,318
"1078",9882,"Sampdoria",130,163,175,318
"1079",9882,"Sampdoria",130,130,154,318
"1080",9885,"Juventus",80,170,155,543
"1081",9885,"Juventus",115,177,145,543
"1082",9885,"Juventus",85,180,125,543
"1083",9885,"Juventus",72,186,169,543
"1084",9885,"Juventus",97,189,126,543
"1085",9885,"Juventus",105,195,135,543
"1086",9888,"Lecce",70,175,165,121
"1087",9888,"Lecce",100,162,150,121
"1088",9888,"Lecce",95,135,140,121
"1089",9891,"Frosinone",60,140,125,35
"1090",9891,"Frosinone",118,156,193,35
"1091",9891,"Frosinone",157,151,159,35
"1092",9904,"Hannover 96",125,175,210,359
"1093",9904,"Hannover 96",111,151,129,359
"1094",9904,"Hannover 96",123,171,131,359
"1095",9904,"Hannover 96",136,146,134,359
"1096",9904,"Hannover 96",141,129,141,359
"1097",9904,"Hannover 96",144,129,146,359
"1098",9905,"1. FSV Mainz 05",85,185,170,320
"1099",9905,"1. FSV Mainz 05",115,174,153,320
"1100",9905,"1. FSV Mainz 05",125,154,170,320
"1101",9905,"1. FSV Mainz 05",118,148,166,320
"1102",9905,"1. FSV Mainz 05",178,137,165,320
"1103",9905,"1. FSV Mainz 05",156,133,164,320
"1104",9906,"Atlético Madrid",94,185,159,524
"1105",9906,"Atlético Madrid",111,206,160,524
"1106",9906,"Atlético Madrid",98,184,144,524
"1107",9906,"Atlético Madrid",98,189,144,524
"1108",9906,"Atlético Madrid",150,188,144,524
"1109",9906,"Atlético Madrid",157,172,143,524
"1110",9908,"FC Utrecht",90,150,90,408
"1111",9908,"FC Utrecht",111,182,125,408
"1112",9908,"FC Utrecht",99,158,141,408
"1113",9908,"FC Utrecht",99,166,141,408
"1114",9908,"FC Utrecht",152,156,141,408
"1115",9908,"FC Utrecht",143,147,159,408
"1116",9910,"RC Celta de Vigo",65,160,115,184
"1117",9910,"RC Celta de Vigo",87,158,128,184
"1118",9910,"RC Celta de Vigo",115,179,162,184
"1119",9910,"RC Celta de Vigo",115,179,162,184
"1120",9910,"RC Celta de Vigo",169,179,159,184
"1121",9910,"RC Celta de Vigo",152,139,169,184
"1122",9911,"VfL Bochum",115,150,140,72
"1123",9911,"VfL Bochum",111,156,164,72
"1124",9911,"VfL Bochum",88,142,136,72
"1125",9911,"VfL Bochum",88,142,134,72
"1126",9911,"VfL Bochum",140,141,136,72
"1127",9911,"VfL Bochum",164,172,172,72
"1128",9912,"DSC Arminia Bielefeld",105,165,135,29
"1129",9912,"DSC Arminia Bielefeld",104,120,136,29
"1130",9912,"DSC Arminia Bielefeld",166,159,138,29
"1131",9925,"Celtic",140,205,200,695
"1132",9925,"Celtic",106,170,159,695
"1133",9925,"Celtic",128,172,160,695
"1134",9925,"Celtic",103,175,166,695
"1135",9925,"Celtic",180,178,165,695
"1136",9925,"Celtic",156,164,169,695
"1137",9927,"Motherwell",140,205,200,403
"1138",9927,"Motherwell",97,152,141,403
"1139",9927,"Motherwell",125,146,142,403
"1140",9927,"Motherwell",121,154,146,403
"1141",9927,"Motherwell",172,149,146,403
"1142",9927,"Motherwell",165,116,132,403
"1143",9930,"FC Aarau",110,180,150,153
"1144",9930,"FC Aarau",156,181,145,153
"1145",9930,"FC Aarau",142,181,145,153
"1146",9931,"FC Basel",85,165,180,619
"1147",9931,"FC Basel",86,154,146,619
"1148",9931,"FC Basel",107,186,158,619
"1149",9931,"FC Basel",107,186,158,619
"1150",9931,"FC Basel",170,186,158,619
"1151",9931,"FC Basel",170,186,158,619
"1152",9938,"Dundee United",140,205,200,438
"1153",9938,"Dundee United",121,187,177,438
"1154",9938,"Dundee United",120,135,130,438
"1155",9938,"Dundee United",105,150,134,438
"1156",9938,"Dundee United",171,145,133,438
"1157",9938,"Dundee United",171,149,143,438
"1158",9941,"Toulouse FC",105,150,105,339
"1159",9941,"Toulouse FC",115,165,140,339
"1160",9941,"Toulouse FC",102,122,130,339
"1161",9941,"Toulouse FC",102,122,130,339
"1162",9941,"Toulouse FC",158,143,137,339
"1163",9941,"Toulouse FC",158,122,130,339
"1164",9956,"Grasshopper Club Zürich",80,180,160,429
"1165",9956,"Grasshopper Club Zürich",120,184,153,429
"1166",9956,"Grasshopper Club Zürich",104,152,126,429
"1167",9956,"Grasshopper Club Zürich",104,152,126,429
"1168",9956,"Grasshopper Club Zürich",164,152,126,429
"1169",9956,"Grasshopper Club Zürich",164,152,126,429
"1170",9976,"Bari",60,135,115,76
"1171",9976,"Bari",100,193,160,76
"1172",9976,"Bari",100,135,140,76
"1173",9976,"Bari",112,158,161,76
"1174",9976,"Bari",152,154,153,76
"1175",9976,"Bari",157,143,156,76
"1176",9984,"KSV Cercle Brugge",80,170,195,213
"1177",9984,"KSV Cercle Brugge",100,200,180,213
"1178",9984,"KSV Cercle Brugge",122,165,168,213
"1179",9984,"KSV Cercle Brugge",93,165,168,213
"1180",9984,"KSV Cercle Brugge",145,152,168,213
"1181",9984,"KSV Cercle Brugge",145,152,168,213
"1182",9985,"Standard de Liège",93,175,205,341
"1183",9985,"Standard de Liège",134,182,172,341
"1184",9985,"Standard de Liège",145,173,157,341
"1185",9985,"Standard de Liège",116,173,157,341
"1186",9985,"Standard de Liège",161,173,151,341
"1187",9985,"Standard de Liège",161,173,151,341
"1188",9986,"Sporting Charleroi",90,148,210,201
"1189",9986,"Sporting Charleroi",83,120,155,201
"1190",9986,"Sporting Charleroi",113,146,139,201
"1191",9986,"Sporting Charleroi",160,146,139,201
"1192",9986,"Sporting Charleroi",160,146,136,201
"1193",9987,"KRC Genk",90,145,205,348
"1194",9987,"KRC Genk",118,182,149,348
"1195",9987,"KRC Genk",108,159,147,348
"1196",9987,"KRC Genk",96,171,147,348
"1197",9987,"KRC Genk",148,171,147,348
"1198",9987,"KRC Genk",148,155,163,348
"1199",9989,"Lierse SK",113,150,139,113
"1200",9989,"Lierse SK",127,169,159,113
"1201",9989,"Lierse SK",127,169,152,113
"1202",9989,"Lierse SK",171,169,152,113
"1203",9989,"Lierse SK",171,169,152,113
"1204",9991,"KAA Gent",135,170,135,390
"1205",9991,"KAA Gent",110,184,138,390
"1206",9991,"KAA Gent",97,168,145,390
"1207",9991,"KAA Gent",87,128,143,390
"1208",9991,"KAA Gent",142,128,166,390
"1209",9991,"KAA Gent",142,142,155,390
"1210",9993,"Beerschot AC",70,135,210,174
"1211",9993,"Beerschot AC",84,185,115,174
"1212",9993,"Beerschot AC",110,142,141,174
"1213",9993,"Beerschot AC",86,151,158,174
"1214",9994,"Sporting Lokeren",120,140,200,279
"1215",9994,"Sporting Lokeren",119,146,161,279
"1216",9994,"Sporting Lokeren",119,151,149,279
"1217",9994,"Sporting Lokeren",119,131,149,279
"1218",9994,"Sporting Lokeren",159,154,149,279
"1219",9994,"Sporting Lokeren",159,154,149,279
"1220",9996,"Royal Excel Mouscron",150,150,140,42
"1221",9996,"Royal Excel Mouscron",150,150,140,42
"1222",9997,"Sint-Truidense VV",100,150,150,115
"1223",9997,"Sint-Truidense VV",106,153,138,115
"1224",9997,"Sint-Truidense VV",107,154,113,115
"1225",9998,"RAEC Mons",100,149,138,129
"1226",9998,"RAEC Mons",100,168,138,129
"1227",9998,"RAEC Mons",160,168,138,129
"1228",9999,"KSV Roeselare",125,125,205,62
"1229",10000,"SV Zulte-Waregem",125,150,200,306
"1230",10000,"SV Zulte-Waregem",104,153,147,306
"1231",10000,"SV Zulte-Waregem",105,149,152,306
"1232",10000,"SV Zulte-Waregem",105,131,139,306
"1233",10000,"SV Zulte-Waregem",147,131,139,306
"1234",10000,"SV Zulte-Waregem",147,131,139,306
"1235",10001,"KVC Westerlo",105,140,210,217
"1236",10001,"KVC Westerlo",86,167,174,217
"1237",10001,"KVC Westerlo",102,151,146,217
"1238",10001,"KVC Westerlo",148,144,146,217
"1239",10003,"Swansea City",135,210,210,233
"1240",10003,"Swansea City",100,167,155,233
"1241",10003,"Swansea City",50,158,166,233
"1242",10003,"Swansea City",80,122,167,233
"1243",10003,"Swansea City",131,121,163,233
"1244",10003,"Swansea City",131,125,120,233
"1245",10167,"Parma",60,170,145,272
"1246",10167,"Parma",80,168,142,272
"1247",10167,"Parma",80,165,140,272
"1248",10167,"Parma",81,153,128,272
"1249",10167,"Parma",152,176,166,272
"1250",10167,"Parma",147,176,132,272
"1251",10172,"Queens Park Rangers",140,210,210,115
"1252",10172,"Queens Park Rangers",100,136,127,115
"1253",10172,"Queens Park Rangers",115,156,137,115
"1254",10172,"Queens Park Rangers",112,146,140,115
"1255",10172,"Queens Park Rangers",141,161,148,115
"1256",10172,"Queens Park Rangers",130,166,148,115
"1257",10179,"FC Sion",95,170,120,371
"1258",10179,"FC Sion",103,177,123,371
"1259",10179,"FC Sion",98,165,142,371
"1260",10179,"FC Sion",98,165,142,371
"1261",10179,"FC Sion",155,165,146,371
"1262",10179,"FC Sion",155,165,146,371
"1263",10189,"FC Schalke 04",120,195,185,426
"1264",10189,"FC Schalke 04",120,187,142,426
"1265",10189,"FC Schalke 04",86,167,140,426
"1266",10189,"FC Schalke 04",107,168,145,426
"1267",10189,"FC Schalke 04",138,139,142,426
"1268",10189,"FC Schalke 04",143,162,170,426
"1269",10190,"FC St. Gallen",95,145,155,276
"1270",10190,"FC St. Gallen",102,157,152,276
"1271",10190,"FC St. Gallen",100,115,133,276
"1272",10190,"FC St. Gallen",146,115,133,276
"1273",10190,"FC St. Gallen",146,115,128,276
"1274",10191,"FC Thun",90,131,117,279
"1275",10191,"FC Thun",93,165,145,279
"1276",10191,"FC Thun",93,165,145,279
"1277",10191,"FC Thun",152,166,145,279
"1278",10191,"FC Thun",152,166,145,279
"1279",10192,"BSC Young Boys",110,185,170,529
"1280",10192,"BSC Young Boys",117,202,158,529
"1281",10192,"BSC Young Boys",121,155,128,529
"1282",10192,"BSC Young Boys",121,155,128,529
"1283",10192,"BSC Young Boys",172,151,128,529
"1284",10192,"BSC Young Boys",172,151,128,529
"1285",10194,"Stoke City",135,195,140,322
"1286",10194,"Stoke City",130,135,140,322
"1287",10194,"Stoke City",150,167,153,322
"1288",10194,"Stoke City",148,158,110,322
"1289",10194,"Stoke City",127,145,119,322
"1290",10194,"Stoke City",138,159,132,322
"1291",10199,"FC Luzern",105,175,135,421
"1292",10199,"FC Luzern",105,161,153,421
"1293",10199,"FC Luzern",94,159,145,421
"1294",10199,"FC Luzern",94,159,145,421
"1295",10199,"FC Luzern",165,160,151,421
"1296",10199,"FC Luzern",165,160,151,421
"1297",10205,"Villarreal CF",94,160,165,364
"1298",10205,"Villarreal CF",83,161,152,364
"1299",10205,"Villarreal CF",46,158,158,364
"1300",10205,"Villarreal CF",50,158,158,364
"1301",10205,"Villarreal CF",112,158,158,364
"1302",10205,"Villarreal CF",126,143,139,364
"1303",10211,"SC Beira Mar",94,157,155,93
"1304",10211,"SC Beira Mar",87,165,150,93
"1305",10211,"SC Beira Mar",87,165,150,93
"1306",10212,"CS Marítimo",60,170,90,316
"1307",10212,"CS Marítimo",60,165,144,316
"1308",10212,"CS Marítimo",82,185,133,316
"1309",10212,"CS Marítimo",82,185,133,316
"1310",10212,"CS Marítimo",182,186,126,316
"1311",10212,"CS Marítimo",176,186,133,316
"1312",10214,"CD Nacional",75,165,90,332
"1313",10214,"CD Nacional",77,165,138,332
"1314",10214,"CD Nacional",84,165,156,332
"1315",10214,"CD Nacional",84,165,156,332
"1316",10214,"CD Nacional",143,150,141,332
"1317",10214,"CD Nacional",167,150,141,332
"1318",10215,"Académica de Coimbra",60,165,90,240
"1319",10215,"Académica de Coimbra",80,155,140,240
"1320",10215,"Académica de Coimbra",89,172,151,240
"1321",10215,"Académica de Coimbra",89,172,151,240
"1322",10215,"Académica de Coimbra",149,166,138,240
"1323",10215,"Académica de Coimbra",150,166,138,240
"1324",10217,"ADO Den Haag",65,145,90,366
"1325",10217,"ADO Den Haag",106,181,173,366
"1326",10217,"ADO Den Haag",82,159,170,366
"1327",10217,"ADO Den Haag",85,154,160,366
"1328",10217,"ADO Den Haag",160,151,159,366
"1329",10217,"ADO Den Haag",162,145,142,366
"1330",10218,"Excelsior",132,162,105,154
"1331",10218,"Excelsior",99,145,85,154
"1332",10218,"Excelsior",163,136,106,154
"1333",10219,"RKC Waalwijk",80,150,150,153
"1334",10219,"RKC Waalwijk",95,135,125,153
"1335",10219,"RKC Waalwijk",95,159,93,153
"1336",10219,"RKC Waalwijk",142,133,99,153
"1337",10228,"SC Heerenveen",65,150,90,470
"1338",10228,"SC Heerenveen",97,171,183,470
"1339",10228,"SC Heerenveen",120,162,137,470
"1340",10228,"SC Heerenveen",84,142,138,470
"1341",10228,"SC Heerenveen",147,154,138,470
"1342",10228,"SC Heerenveen",150,152,138,470
"1343",10229,"AZ",100,130,110,492
"1344",10229,"AZ",76,185,175,492
"1345",10229,"AZ",82,147,184,492
"1346",10229,"AZ",102,167,174,492
"1347",10229,"AZ",136,168,166,492
"1348",10229,"AZ",154,173,166,492
"1349",10233,"Genoa",120,175,135,392
"1350",10233,"Genoa",100,150,154,392
"1351",10233,"Genoa",100,150,140,392
"1352",10233,"Genoa",102,182,146,392
"1353",10233,"Genoa",184,168,123,392
"1354",10233,"Genoa",184,134,127,392
"1355",10235,"Feyenoord",60,131,90,489
"1356",10235,"Feyenoord",100,108,160,489
"1357",10235,"Feyenoord",72,154,140,489
"1358",10235,"Feyenoord",88,160,126,489
"1359",10235,"Feyenoord",154,165,126,489
"1360",10235,"Feyenoord",131,146,129,489
"1361",10238,"Vitória Setúbal",60,165,90,238
"1362",10238,"Vitória Setúbal",100,165,140,238
"1363",10238,"Vitória Setúbal",98,158,132,238
"1364",10238,"Vitória Setúbal",98,158,132,238
"1365",10238,"Vitória Setúbal",147,158,132,238
"1366",10238,"Vitória Setúbal",149,158,132,238
"1367",10242,"ES Troyes AC",85,135,140,71
"1368",10242,"ES Troyes AC",100,150,137,71
"1369",10242,"ES Troyes AC",100,150,137,71
"1370",10242,"ES Troyes AC",148,147,137,71
"1371",10242,"ES Troyes AC",148,147,137,71
"1372",10243,"FC Zürich",105,165,155,468
"1373",10243,"FC Zürich",104,165,163,468
"1374",10243,"FC Zürich",108,154,146,468
"1375",10243,"FC Zürich",108,154,146,468
"1376",10243,"FC Zürich",157,151,146,468
"1377",10243,"FC Zürich",157,151,146,468
"1378",10249,"Montpellier Hérault SC",70,160,210,344
"1379",10249,"Montpellier Hérault SC",100,135,155,344
"1380",10249,"Montpellier Hérault SC",99,149,114,344
"1381",10249,"Montpellier Hérault SC",99,149,114,344
"1382",10249,"Montpellier Hérault SC",157,149,157,344
"1383",10249,"Montpellier Hérault SC",162,142,157,344
"1384",10251,"Hibernian",140,200,200,259
"1385",10251,"Hibernian",99,168,145,259
"1386",10251,"Hibernian",99,138,122,259
"1387",10251,"Hibernian",106,150,153,259
"1388",10251,"Hibernian",148,139,124,259
"1389",10252,"Aston Villa",129,185,130,335
"1390",10252,"Aston Villa",115,150,145,335
"1391",10252,"Aston Villa",125,160,145,335
"1392",10252,"Aston Villa",122,141,134,335
"1393",10252,"Aston Villa",170,167,133,335
"1394",10252,"Aston Villa",154,146,133,335
"1395",10260,"Manchester United",115,180,130,582
"1396",10260,"Manchester United",105,200,155,582
"1397",10260,"Manchester United",100,161,146,582
"1398",10260,"Manchester United",84,151,154,582
"1399",10260,"Manchester United",134,177,139,582
"1400",10260,"Manchester United",124,133,163,582
"1401",10261,"Newcastle United",130,195,155,324
"1402",10261,"Newcastle United",105,170,140,324
"1403",10261,"Newcastle United",108,170,142,324
"1404",10261,"Newcastle United",130,145,131,324
"1405",10261,"Newcastle United",134,137,161,324
"1406",10261,"Newcastle United",152,147,131,324
"1407",10264,"SC Braga",60,165,90,398
"1408",10264,"SC Braga",60,165,150,398
"1409",10264,"SC Braga",99,158,110,398
"1410",10264,"SC Braga",120,158,120,398
"1411",10264,"SC Braga",143,157,120,398
"1412",10264,"SC Braga",145,166,120,398
"1413",10265,"Wisła Kraków",75,160,205,332
"1414",10265,"Wisła Kraków",115,183,157,332
"1415",10265,"Wisła Kraków",50,154,179,332
"1416",10265,"Wisła Kraków",60,154,179,332
"1417",10265,"Wisła Kraków",135,155,179,332
"1418",10265,"Wisła Kraków",119,101,157,332
"1419",10267,"Valencia CF",60,185,175,484
"1420",10267,"Valencia CF",81,175,142,484
"1421",10267,"Valencia CF",55,149,148,484
"1422",10267,"Valencia CF",55,149,148,484
"1423",10267,"Valencia CF",110,149,148,484
"1424",10267,"Valencia CF",116,146,147,484
"1425",10268,"Elche CF",60,165,140,65
"1426",10268,"Elche CF",82,141,130,65
"1427",10268,"Elche CF",128,164,158,65
"1428",10268,"Elche CF",128,164,158,65
"1429",10268,"Elche CF",171,164,158,65
"1430",10268,"Elche CF",151,164,158,65
"1431",10269,"VfB Stuttgart",100,200,175,415
"1432",10269,"VfB Stuttgart",112,178,140,415
"1433",10269,"VfB Stuttgart",92,170,134,415
"1434",10269,"VfB Stuttgart",100,189,137,415
"1435",10269,"VfB Stuttgart",168,164,140,415
"1436",10269,"VfB Stuttgart",155,172,117,415
"1437",10278,"Hércules Club de Fútbol",70,155,120,36
"1438",10278,"Hércules Club de Fútbol",109,152,159,36
"1439",10278,"Hércules Club de Fútbol",107,178,160,36
"1440",10278,"Hércules Club de Fútbol",107,178,160,36
"1441",10278,"Hércules Club de Fútbol",154,178,160,36
"1442",10281,"Real Valladolid",95,135,125,170
"1443",10281,"Real Valladolid",109,166,154,170
"1444",10281,"Real Valladolid",109,172,161,170
"1445",10281,"Real Valladolid",109,172,161,170
"1446",10281,"Real Valladolid",153,167,161,170
"1447",10281,"Real Valladolid",148,147,134,170
"1448",108893,"AC Arles-Avignon",115,95,115,21
"1449",108893,"AC Arles-Avignon",115,105,105,21
"1450",108893,"AC Arles-Avignon",56,132,112,21
"1451",108893,"AC Arles-Avignon",89,141,140,21
"1452",108893,"AC Arles-Avignon",141,132,154,21
"1453",108893,"AC Arles-Avignon",156,138,158,21
"1454",158085,"FC Arouca",174,160,109,101
"1455",158085,"FC Arouca",170,160,113,101
"1456",208931,"Carpi",109,137,141,37
"1457",208931,"Carpi",190,160,115,37
"1458",274581,"Royal Excel Mouscron",150,150,140,71
